artist_id,artist_name,total_followers,genres,popularity
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,6299004,"['australian pop', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",78
4VkqlQl3hGhxjchI34xp2V,Thyro,6738,['opm'],40
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,5235725,"['dance pop', 'pop', 'pop dance', 'pop rap']",86
06HL4z0CvFAxyc27GXpf02,Taylor Swift,36011531,"['dance pop', 'pop']",98
2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,2245307,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",71
20gsENnposVs2I4rQ5kvrf,Sam Feldt,591921,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",79
1IueXOQyABrMOprrzwQJWN,Sigala,1205717,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",78
7lIVjtsgz0y1oRQFBAVNzq,Mayonnaise,549610,"['opm', 'pinoy rock']",58
41MozSoPIsD1dJM0CLPjZF,BLACKPINK,18480414,"['k-pop', 'k-pop girl group']",89
00TKPo9MxwZ0j4ooveIxWZ,Loote,153390,"['dance pop', 'electropop', 'indie poptimism', 'nyc pop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",68
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,1664157,"['pop rap', 'seattle hip hop']",78
4DTbdShHu2RPYEEMUp2XWV,Anjulie,21439,['canadian pop'],66
6eouuqqGggqDlYRV63cgPo,Secondhand Serenade,829701,"['neo mellow', 'piano rock', 'pixie', 'pop punk', 'pop rock']",62
5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,2608071,"['british soul', 'dance pop', 'europop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'urban contemporary']",74
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,7292602,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show', 'urban contemporary']",82
1bj5GrcLom5gZFF5t949Xl,Martin Solveig,1159743,"['big room', 'dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'tropical house', 'vocal house']",72
6V03b3Y36lolYP2orXn8mV,98º,297158,"['boy band', 'dance pop']",61
5DK8eK7fjvRsziXzyr3sFA,Moon Taxi,155375,"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",58
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,25654358,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",96
6LqNN22kT3074XbTVUrhzX,Kesha,6069317,"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']",80
1LOB7jTeEV14pHai6EXSzF,Cash Cash,572119,"['big room', 'dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']",70
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,18806848,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",85
3cjEqqelV9zb4BYE3qDQ4O,EXO,7173711,"['k-pop', 'k-pop boy group']",76
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,14783917,['rap'],94
6IhKl7lqJc5omkhODEJinj,Daniel Marcy,34,[],0
3h1fFIofdTGrHbqisHyWgI,Jenny Duncan,43,[],0
57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,4437752,"['pop', 'post-teen pop']",75
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,5903549,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']",86
6IrDpI3xcuzTUiEc3fnc9H,Amy Kaylee,3,[],0
6hIZBf6t4Yy8Lrqj7vPYTr,Jake Zyrus,12122,['opm'],28
25uiPmTg16RbhZWAqwLBy5,Charli XCX,2211578,"['art pop', 'candy pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'metropopolis', 'pop', 'pop dance', 'post-teen pop', 'uk pop']",76
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,2944634,"['belgian dance', 'belgian edm', 'big room', 'deep big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",77
1URnnhqYAYcrqrcwql10ft,21 Savage,9072610,"['atl hip hop', 'rap', 'trap']",88
5he5w2lnU9x7JFhnwcekXX,Skrillex,7685696,"['brostep', 'complextro', 'edm', 'electro']",80
1vCWHaC5f2uS3yhpwWbIA6,Avicii,18906334,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",85
2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,2162722,"['opm', 'pinoy reggae', 'pinoy rock']",67
1KCSPY1glIKqW2TotWuXOR,P!nk,10130593,"['dance pop', 'pop', 'post-teen pop']",83
2AQjGvtT0pFYfxR3neFcvz,Jordin Sparks,1651102,"['dance pop', 'pop', 'pop dance', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary', 'viral pop']",67
7FgMLbnZVrEnir95O0YujA,Five For Fighting,606015,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",62
1YlibpAvhJBbMZMBwN1KGv,The Juans,487527,['opm'],61
3XEHRbR9NMWfNzQ6TQMS9M,Caleb Santos,29777,"['acoustic opm', 'opm']",52
7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,579174,"['opm', 'pinoy singer-songwriter']",58
7tYKF4w9nC0nq9CsPZTHyP,SZA,4387332,"['pop', 'pop rap', 'rap']",88
09Xydf4dlkr29dH99DmsvQ,Janine Teñoso,170215,"['opm', 'pinoy singer-songwriter']",50
1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,1021795,"['opm', 'pinoy rock', 'pop rock']",61
1PbBg2aYjWLKRk84zJK15x,Echosmith,564270,"['dance pop', 'electropop', 'indie poptimism', 'pop rock']",63
4kYSro6naA4h99UJvo89HB,Cardi B,14145438,"['dance pop', 'pop', 'pop rap', 'rap']",89
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,12984890,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",90
20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,2405516,"['canadian contemporary r&b', 'pop']",79
0eecdvMrqBftK0M1VKhaF4,CNCO,7248093,"['boy band', 'latin', 'latin pop', 'reggaeton', 'tropical']",76
3AVfmawzu83sp94QW7CEGm,Astrid S,750001,"['dance pop', 'electropop', 'norwegian pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",76
4YXycRbyyAE0wozTk7QMEq,Matoma,611419,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house']",72
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,24664085,"['emo rap', 'miami hip hop']",93
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,1183269,"['indie rock', 'modern alternative rock', 'modern rock', 'rock']",71
7cTXfwpe9peK0UE1bZyIWZ,Pinkfong,102191,"['cartoon', ""children's music"", 'dong-yo']",70
6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,2117595,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']",82
2JyWXPbkqI5ZJa3gwqVa0c,Craig David,644942,"['british soul', 'dance pop', 'pop rap', 'r&b', 'urban contemporary']",72
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,1713419,"['dance pop', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",72
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,8517424,"['emo', 'modern rock', 'pop punk']",83
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,5327461,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'trance', 'tropical house']",86
6fOMl44jA4Sp5b9PpYCkzz,NF,4798973,"['hip hop', 'pop rap', 'rap']",85
3wyVrVrFCkukjdVIdirGVY,Lil Pump,7443357,"['emo rap', 'miami hip hop', 'rap', 'trap', 'vapor trap']",75
2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,638236,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",77
3hyEbRtp617pNCuuQjyOmc,Lost Kings,285965,"['dance pop', 'edm', 'electro house', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",66
2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,1909484,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",59
7dGJo4pcD2V6oG8kP0tJRR,Eminem,41044459,"['detroit hip hop', 'hip hop', 'rap']",94
7eCmccnRwPmRnWPw61x6jM,SHY Martin,208617,"['electropop', 'indie cafe pop', 'pop', 'swedish electropop', 'tropical house']",69
5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,2802926,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",78
1z4g3DjTBBZKhvAroFlhOM,Red Velvet,4667539,"['k-pop', 'k-pop girl group']",77
5ebPSE9YI5aLeZ1Z2gkqjn,Clara Benin,89300,"['opm', 'pinoy indie', 'pinoy singer-songwriter']",53
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,6281394,"['dance pop', 'pop', 'r&b', 'urban contemporary']",85
5fMUXHkw8R8eOP2RNVYEZX,Diplo,2337126,"['bmore', 'edm', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",86
47z7ZrgFoBvVpCnElCE3Zh,Yellow Claw,942961,"['bass trap', 'edm', 'electro house', 'electronic trap', 'pop dance']",69
7FNnA9vBm6EKceENgCGRMb,Anitta,10190657,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",84
3EXdLajEO02ziZ90P90bSW,Lil Xan,2127024,"['emo rap', 'underground hip hop', 'vapor trap']",68
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,1895069,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",82
4GBFKKuwmZUnAJt6nBal7A,Kamikazee,730676,"['opm', 'pinoy pop punk', 'pinoy rock']",59
1EHAbA1GMYOfkh9ds9eNfS,Jose Mari Chan,252962,"['classic opm', 'opm']",60
2G7VQ1kVhVfNagytlousgm,Al James,350803,"['opm', 'pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",57
4sj6D0zlMOl25nprDJBiU9,Andy Williams,333398,"['adult standards', 'brill building pop', 'easy listening']",76
5lpH0xAS4fVfLkACg9DAuM,Wham!,1449363,"['dance rock', 'europop', 'new romantic', 'new wave pop']",79
1GlMjIezcLwV3OFlX0uXOv,Lea Salonga,134189,"['hollywood', 'movie tunes', 'show tunes', 'tagalog worship']",63
4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,2860085,['opm'],74
0LyfQWJT6nXafLPZqxe9Of,Various Artists,1082224,[],0
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,6983501,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",83
3Y7RZ31TRPVadSFVy1o8os,H.E.R.,3319954,"['alternative r&b', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",81
26dSoYclwsYLMAKD3tpOr4,Britney Spears,8392030,"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",83
0GnuCXvnvVtX5DShryuyp9,Aiza Seguerra,396580,['opm'],54
0RHiqaoRCsFLPeEuj3OQz4,Gary Valenciano,630842,"['classic opm', 'opm', 'papuri', 'pinoy praise']",58
2H4bbbOohoe9zhqEsiRi7j,ABS-CBN Music All Star,3969,['opm'],55
4cPHsZM98sKzmV26wlwD2W,Brenda Lee,198683,"['adult standards', 'brill building pop', 'vocal jazz']",76
2iE18Oxc8YSumAU232n4rW,The Jackson 5,1078586,"['adult standards', 'motown']",75
38EmEgXkgK51MT2tPY0EoC,Bobby Helms,19490,['adult standards'],74
6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,4418078,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'post-teen pop']",75
6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,336203,"['adult standards', 'easy listening']",79
11W91yRxIo7Mw75LClgrGx,Lyca Gairanod,19940,[],30
2aiQfmxcWSx7RrqSVbhiFX,Maria Aragon,679,[],26
7B5EKsUr0SFQlqjsTpNuVl,Alisah Bonaobra,1447,[],25
0YaTdozvKSQ2UkOTTONmSJ,Rachelle Ann Go,352943,['opm'],53
6jtan6NPL80JFme8IkFiy7,Janice Javier,2205,[],33
7v4imS0moSyGdXyLgVTIV7,Nat King Cole,1494761,"['adult standards', 'vocal jazz']",78
1AwO9pWEBSBoWdEZu28XDC,Eartha Kitt,116200,"['adult standards', 'lounge', 'torch song', 'vocal jazz']",64
5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,1843380,"['adult standards', 'jazz blues', 'swing', 'vocal jazz']",77
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,4409805,"['dance pop', 'europop', 'hip pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'urban contemporary']",78
5EUahD2aecNM2phblhyVFi,Bamboo,6010,[],29
26AHtbjWKiwYzsoGoUZq53,Pentatonix,2912524,['a cappella'],80
0SG7a26LiFGt8E0olaIOpx,Acapellago,2488,[],24
7AKHnZVqwXYuUwWJ8UGL5q,Girls' Generation-TTS,472593,"['k-pop', 'k-pop girl group']",46
0SCbttzoZTnLFebDYmAWCm,Glee Cast,1342190,"['glee club', 'hollywood', 'post-teen pop']",79
65kpH75MFCBJhLy7qvVl6A,Aegis,147899,"['classic opm', 'opm']",52
3wNylAjJX1PiCpMKx8Lrfp,Regine Velasquez,1019836,"['classic opm', 'dance pop', 'opm']",62
35S20clEkkSNUo23ViaslZ,Band Aid,19572,['musical advocacy'],71
4w9rFB4pUAUO3OloDQ6wn7,Jamie Rivera,99172,"['classic opm', 'opm', 'papuri', 'pinoy praise']",49
1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,4484763,"['adult standards', 'easy listening', 'lounge']",84
2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,2564685,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'teen pop']",81
0u4G1K1CSzcp5PZ6G6FIGu,Darren Espanto,373549,['opm'],53
3qZNpgS5OAdktfruSjjLeY,Benni Sparks,369,[],20
6Paz0vXJJ9bCPf0fEm3qzg,Dagny,100972,"['dance pop', 'electropop', 'norwegian indie', 'norwegian pop', 'pop dance', 'tropical house']",66
0XNvr6bnNywV946ZKaJtr0,Joakim Lundell,128322,['swedish pop'],50
0lslA51eKXwTUY0TSX9Emy,Marion Aunor,29631,['opm'],47
5Xcbv83o11Ez2XPHa1n8Pf,AmPm,33980,['j-dance'],50
62Jfwxon19ZOT9eSL6bvtY,Sweater Beats,41840,"['gauze pop', 'vapor twitch']",47
2TX325jFbZFpe2OGZNo4Lx,Markus,2055,['pinoy singer-songwriter'],37
3koiLjNrgRTNbOwViDipeA,Marvin Gaye,3802187,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",77
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,17181532,"['pop', 'r&b', 'soul']",85
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,2550004,"['dance pop', 'pop', 'pop dance', 'pop rap', 'seattle hip hop']",79
2JLqTvFXmC87BksiCsBezV,Matt Terry,120523,['talent show'],50
1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,444067,"['opm', 'pinoy indie', 'pinoy rock', 'pop rock']",55
3xbpJdoJDLAfYn3ZeLlukg,Bosx1ne,117161,"['pinoy hip hop', 'pinoy r&b', 'tagalog rap']",53
2U5mF0PZqGu6glnz55yY0y,John Roa,759474,['opm'],60
6U1dBXJhC8gXFjamvFTmHg,Zac Efron,691638,"['dance pop', 'hollywood', 'pop', 'post-teen pop', 'show tunes']",75
0touaoSr4QOLYxBJ9lmGgK,Karencitta,134356,"['pinoy r&b', 'pinoy trap', 'vispop']",47
7HV2RI2qNug4EcQqLbCAKS,Keala Settle,135035,"['broadway', 'hollywood', 'show tunes']",71
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,2316163,"['irish rock', 'pop rock']",76
17Do37U0HEbxu1tOrKH8dL,Nadine Lustre,190754,"['opm', 'pinoy r&b']",51
6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,977255,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",57
4WN5naL3ofxrVBgFpguzKo,Rudimental,1237676,"['dance pop', 'edm', 'house', 'liquid funk', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",76
3mPc8WGusz2XF3Tvs3AKCR,Carlie Hanson,244179,"['dance pop', 'electropop', 'indie cafe pop', 'indie electropop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop']",59
4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,3972228,"['dance pop', 'electropop', 'pop', 'post-teen pop']",80
0LyOADBjj28cbvJWTXUEGA,Loren Allred,80955,"['deep talent show', 'hollywood', 'movie tunes']",66
2cQr2KbzdRtIFlfbHGnNsL,Ziv Zaifman,8236,['show tunes'],63
5F1aoppMtU3OMiltO8ymJ2,Hugh Jackman,545013,"['hollywood', 'show tunes']",74
4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,1425158,"['opm', 'pinoy indie', 'pinoy trap']",60
2LAqcqAQ8KPTsl1HBgBrqM,Michelle Williams,7568,['hollywood'],65
6Y20PijIkUoCtuvtkz37dO,Austyn Johnson,2857,['show tunes'],54
0vqJkZ0RpLZixt3lTmD8vP,Whethan,210520,"['edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house', 'vapor soul', 'vapor twitch']",69
6k0IBR0lU42s2GYpNX7kA9,Brian McKnight,977251,"['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",66
3NRFinRTEqUCfaTTZmk8ek,Savage Garden,796977,"['australian pop', 'boy band', 'dance pop', 'europop', 'pop rock']",68
4am1I89OWXUzFh4ctRLkdd,Elliott Yamin,91357,[],51
2NzWRNaaLByHyI3wpuec8P,Jim Brickman,75639,"['adult standards', 'classify', 'new age', 'new age piano']",63
4TEJudQY2pXxVHPE3gD2EU,BlocBoy JB,1225700,"['pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap', 'vapor trap']",68
5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,3492214,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",78
28ExwzUQsvgJooOI0X1mr3,Jay Rock,977636,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",74
4qFxP3qN9GsnZDOkAE6x2m,December Avenue,3500100,"['opm', 'pinoy pop punk']",67
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,7021664,"['boy band', 'dance pop', 'pop', 'post-teen pop']",83
6ueGR6SWhUJfvEhqkvMsVs,Janelle Monáe,1024911,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'pop dance', 'r&b']",71
23zg3TcAtWQy7J6upgbUnj,Usher,8380682,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",84
0b1sIQumIAsNbqAoIClSpy,j-hope,5061033,"['k-pop', 'k-rap']",68
38CvLGTsjtoloDgv3OKQp8,Robinson,69595,"['australian pop', 'indie cafe pop', 'indie electropop', 'nz pop']",59
3Hvxz2oZPYuo61ChHKcqQI,Autotelic,163924,"['opm', 'pinoy indie', 'pinoy rock']",46
5RR0MLwcjc87wjSw2JYdwx,MOMOLAND,2161424,"['k-pop', 'k-pop girl group']",62
6beUvFUlKliUYJdLOXNj9C,King Princess,1009531,"['dance pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop', 'pop dance']",70
3Isy6kedDrgPYoTS1dazA9,Sean Paul,3285541,"['dance pop', 'dancehall', 'pop dance', 'pop rap']",82
4mrrcDjpjUq27YEGwlisgs,Gracenote,32497,"['opm', 'pinoy indie', 'pinoy rock']",48
1tqhsYv8yBBdwANFNzHtcr,Lil Dicky,1760093,"['comedy rap', 'pop rap', 'rap']",70
3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,510892,['israeli pop'],73
33W1pnW9zScZtYTnAoWnOT,Mr. Probz,304311,"['dance pop', 'edm', 'pop dance', 'tropical house']",69
5wPoxI5si3eJsYYwyXV4Wi,N.E.R.D,633880,"['hip hop', 'virginia hip hop']",62
1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,2471175,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",78
5jAMCwdNHWr7JThxtMuEyy,NOTD,166381,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",74
3JXpwnHbLvXxY99EuXqFPX,Poo Bear,34306,['pop r&b'],57
7n2Ycct7Beij7Dj7meI4X0,TWICE,7744081,"['k-pop', 'k-pop girl group']",85
3CjlHNtplJyTf9npxaPl5w,CHVRCHES,1186375,"['electropop', 'indie pop', 'indie poptimism', 'metropopolis', 'neo-synthpop', 'shimmer pop']",70
2KU7pJgPoJC3uwJRZPYQ8G,BATE,1301,['malaysian indie'],34
25tMQOrIU4LlUo6Sv8v5SE,Gavin James,524658,"['indie cafe pop', 'irish pop', 'neo mellow', 'pop', 'pop rock', 'viral pop']",71
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,12454716,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",87
5iNrZmtVMtYev5M9yoWpEq,Seeb,185527,"['dance pop', 'edm', 'electro house', 'electropop', 'norwegian pop', 'pop', 'pop dance', 'pop edm', 'swedish pop', 'tropical house']",74
63gbXCha1jpkrJJ9K5gGpR,ELI,26257,['german pop'],54
3zDRCqOhJXJfS2YWOEwGMC,Christopher,195276,['danish pop'],65
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,20104749,"['dance pop', 'hip pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'queens hip hop']",90
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,38437774,"['electropop', 'pop']",93
1frSJ3BwjRHE9jgMRQV5wC,Zookeepers,7297,['bass trap'],54
7aD2Ni3fUu66gklUFlvJi5,Kyle Juliano,83229,['opm'],49
2ZuweXv0TkfsidZOLZZoM2,HEDEGAARD,58667,"['danish electronic', 'danish pop', 'scandipop']",58
4ScCswdRlyA23odg9thgIO,Jess Glynne,2405950,"['australian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",78
39rKElzF7q6K4O2flycSEc,Chlara,35388,"['opm', 'viral pop']",57
2gBjLmx6zQnFGQJCAQpRgw,Nelly,1696421,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",78
5vBSrE1xujD2FXYRarbAXc,Years & Years,1536762,"['dance pop', 'edm', 'electropop', 'gauze pop', 'pop', 'pop dance', 'tropical house']",71
2DaxqgrOhkeH0fpeiQq2f4,Oasis,5859784,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",80
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,3401068,['pop rap'],82
3mIj9lX2MWuHmhNCA7LSCW,The 1975,4673493,"['modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'rock']",80
4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,15178674,"['chicago rap', 'melodic rap']",98
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,13153490,"['chicago rap', 'rap']",91
5cYJYBMg1n71v7cvthr1SO,The Itchyworms,656948,"['opm', 'pinoy rock', 'pop rock']",55
5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,2345284,"['electropop', 'pop']",80
7uMh23xWiuR7zsNkuNcm2G,MNEK,234285,"['pop dance', 'tropical house', 'uk contemporary r&b', 'uk dance']",81
1ySGjTzzgiL3khDY9awOGU,Andrea Babierra,1377,['opm'],23
1AhjOkOLkbHUfcHDSErXQs,88rising,623036,"['asian american hip hop', 'pop']",72
5LHRHt1k9lMyONurDHEdrp,Tyga,6087756,"['dance pop', 'hip hop', 'pop rap', 'rap', 'trap']",87
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,21774365,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",91
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,10364250,"['baroque pop', 'emo', 'modern rock']",83
4fpTMHe34LC5t3h5ztK8qu,The Carters,1009537,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",61
7HkdQ0gt53LP4zmHsL0nap,Ella Mai,3298547,"['dance pop', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",76
3gIRvgZssIb9aiirIg0nI3,Jeremy Zucker,1393397,"['electropop', 'pop']",81
7CQwac16i1W5ej8YpuL3dv,Boyce Avenue,2644902,"['neo mellow', 'pop rock', 'viral pop']",75
40JlNF1w2OiSOyj1nC4y0I,Joseph Vincent,235719,['viral pop'],68
1uuV1avDy9Eup5gYHXVG05,Amber Leigh Irish,12836,['viral pop'],57
7HXBbxW6YwU8lvgBew2p2A,Matt Johnson,28063,"['neo mellow', 'viral pop']",60
5JMLG56F1X5mFmWNmS0iAp,Chelsea Cutler,395116,"['electropop', 'indie pop', 'indie poptimism', 'pop', 'tropical house']",78
6t1gpxYbY8OlLA7D2RiikQ,Loud Luxury,399486,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",74
30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,135442,"['opm', 'pinoy indie']",53
5CiGnKThu5ctn9pBxv7DGa,benny blanco,700499,"['electropop', 'pop', 'pop rap']",84
5qRSs6mvI17zrkJpOHkCoM,iKON,2848550,"['k-pop', 'k-pop boy group']",68
1klFdLh3pak3eOtJP0styY,Triple H,489237,['k-pop'],45
4RUeoFWpDZ3IxGR7LYPoYN,Angelina Cruz,35511,['acoustic opm'],33
7tKpXx21KVUOR6vvDs6xtg,I Belong to the Zoo,1286836,"['opm', 'pinoy indie', 'pinoy rock']",61
7gZfnEnfiaHzxARJ2LeXrf,6ix9ine,6211594,['emo rap'],80
3v6Ji4uoWtKRkhuDUaxi9n,Dynoro,215365,"['edm', 'electro house', 'pop dance', 'tropical house']",75
7h4j9YTJJuAHzLCc3KCvYu,Kina Grannis,424820,"['acoustic pop', 'indie cafe pop', 'neo mellow', 'viral pop']",71
3QSQFmccmX81fWCUSPTS7y,Dean Lewis,1446387,"['australian pop', 'pop']",78
5Y8eJDj37KhaEeqbVO7Ag1,PRETTYMUCH,1003304,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'social media pop']",69
6MXu7TWZnmykwkXiRJeUMh,Imago,523194,"['opm', 'pinoy rock']",50
3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,58714,['opm'],41
0Vw76uk7P8yVtTClWyOhac,HONNE,1099049,"['pop', 'uk pop']",72
5xuNBZoM7z1Vv8IQ6uM0p6,JoJo,1740867,"['dance pop', 'hip pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",68
